vehicle_id,timestamp,engine_temp_c,oil_pressure_psi,vibration_hz,rpm,failure_label
MH-12-AB-1000,2025-11-13 15:00:18.106021,82.38,39.74,12.59,2947,0
MH-12-AB-1000,2025-11-13 16:00:18.106021,84.21,40.17,16.89,2821,0
MH-12-AB-1000,2025-11-13 17:00:18.106021,83.95,38.95,16.96,2135,0
MH-12-AB-1000,2025-11-13 18:00:18.106021,85.68,41.32,18.33,3354,0
MH-12-AB-1000,2025-11-13 19:00:18.106021,82.58,41.85,17.54,1886,0
MH-12-AB-1000,2025-11-13 20:00:18.106021,83.93,40.3,14.99,2223,0
MH-12-AB-1000,2025-11-13 21:00:18.106021,87.58,41.69,12.67,2505,0
MH-12-AB-1000,2025-11-13 22:00:18.106021,85.13,39.58,11.08,3337,0
MH-12-AB-1000,2025-11-13 23:00:18.106021,84.25,38.46,14.52,2372,0
MH-12-AB-1000,2025-11-14 00:00:18.106021,84.88,41.73,12.33,3589,0
MH-12-AB-1000,2025-11-14 01:00:18.106021,88.21,40.12,18.3,3209,0
MH-12-AB-1000,2025-11-14 02:00:18.106021,83.95,39.17,17.4,1814,0
MH-12-AB-1000,2025-11-14 03:00:18.106021,83.91,39.98,16.51,2469,0
MH-12-AB-1000,2025-11-14 04:00:18.106021,86.83,39.95,15.44,2256,0
MH-12-AB-1000,2025-11-14 05:00:18.106021,85.18,39.48,15.17,3250,0
MH-12-AB-1000,2025-11-14 06:00:18.106021,83.31,40.24,12.94,2731,0
MH-12-AB-1000,2025-11-14 07:00:18.106021,86.61,39.98,11.88,2261,0
MH-12-AB-1000,2025-11-14 08:00:18.106021,82.91,38.07,14.82,2028,0
MH-12-AB-1000,2025-11-14 09:00:18.106021,85.94,42.23,15.87,2627,0
MH-12-AB-1000,2025-11-14 10:00:18.106021,85.37,38.65,17.43,1985,0
MH-12-AB-1000,2025-11-14 11:00:18.106021,84.67,39.6,14.64,1838,0
MH-12-AB-1000,2025-11-14 12:00:18.106021,83.47,39.62,20.49,2608,0
MH-12-AB-1000,2025-11-14 13:00:18.106021,84.63,41.8,15.82,2582,0
MH-12-AB-1000,2025-11-14 14:00:18.106021,84.0,40.13,18.96,3339,0
MH-12-AB-1000,2025-11-14 15:00:18.106021,83.74,39.3,9.66,2031,0
MH-12-AB-1000,2025-11-14 16:00:18.106021,86.79,39.77,17.11,2672,0
MH-12-AB-1000,2025-11-14 17:00:18.106021,85.02,39.82,11.89,2550,0
MH-12-AB-1000,2025-11-14 18:00:18.106021,84.54,40.93,15.8,3444,0
MH-12-AB-1000,2025-11-14 19:00:18.106021,85.69,40.4,15.32,2724,0
MH-12-AB-1000,2025-11-14 20:00:18.106021,85.11,40.82,13.9,1747,0
MH-12-AB-1000,2025-11-14 21:00:18.106021,86.71,39.34,17.41,2357,0
MH-12-AB-1000,2025-11-14 22:00:18.106021,83.26,39.02,16.25,2919,0
MH-12-AB-1000,2025-11-14 23:00:18.106021,86.98,40.25,9.31,2112,0
MH-12-AB-1000,2025-11-15 00:00:18.106021,83.47,41.32,9.13,1655,0
MH-12-AB-1000,2025-11-15 01:00:18.106021,86.89,40.97,14.7,3437,0
MH-12-AB-1000,2025-11-15 02:00:18.106021,85.85,40.93,15.9,2264,0
MH-12-AB-1000,2025-11-15 03:00:18.106021,85.07,39.34,15.04,2299,0
MH-12-AB-1000,2025-11-15 04:00:18.106021,87.48,39.52,15.05,2880,0
MH-12-AB-1000,2025-11-15 05:00:18.106021,83.85,41.14,16.73,3494,0
MH-12-AB-1000,2025-11-15 06:00:18.106021,88.28,41.86,10.61,1786,0
MH-12-AB-1000,2025-11-15 07:00:18.106021,83.99,39.93,16.79,2732,0
MH-12-AB-1000,2025-11-15 08:00:18.106021,85.21,39.88,15.49,1951,0
MH-12-AB-1000,2025-11-15 09:00:18.106021,84.67,40.05,12.57,3481,0
MH-12-AB-1000,2025-11-15 10:00:18.106021,82.3,41.88,11.85,1824,0
MH-12-AB-1000,2025-11-15 11:00:18.106021,86.82,40.38,13.53,2021,0
MH-12-AB-1000,2025-11-15 12:00:18.106021,83.98,38.92,16.47,2775,0
MH-12-AB-1000,2025-11-15 13:00:18.106021,84.65,39.74,15.85,2205,0
MH-12-AB-1000,2025-11-15 14:00:18.106021,87.11,39.16,17.15,3206,0
MH-12-AB-1000,2025-11-15 15:00:18.106021,83.7,40.22,14.26,1683,0
MH-12-AB-1000,2025-11-15 16:00:18.106021,82.71,39.58,15.34,2380,0
MH-12-AB-1000,2025-11-15 17:00:18.106021,85.89,37.64,15.98,3349,0
MH-12-AB-1000,2025-11-15 18:00:18.106021,87.06,41.55,15.3,2909,0
MH-12-AB-1000,2025-11-15 19:00:18.106021,87.16,39.78,14.39,2173,0
MH-12-AB-1000,2025-11-15 20:00:18.106021,82.53,40.56,18.83,1897,0
MH-12-AB-1000,2025-11-15 21:00:18.106021,82.74,39.95,18.11,3119,0
MH-12-AB-1000,2025-11-15 22:00:18.106021,83.7,39.57,14.24,2065,0
MH-12-AB-1000,2025-11-15 23:00:18.106021,87.18,41.2,15.82,2870,0
MH-12-AB-1000,2025-11-16 00:00:18.106021,84.52,40.08,13.54,2095,0
MH-12-AB-1000,2025-11-16 01:00:18.106021,83.86,41.35,14.95,2506,0
MH-12-AB-1000,2025-11-16 02:00:18.106021,84.57,39.11,11.81,2968,0
MH-12-AB-1000,2025-11-16 03:00:18.106021,86.3,42.64,12.91,2399,0
MH-12-AB-1000,2025-11-16 04:00:18.106021,82.29,38.93,10.89,2637,0
MH-12-AB-1000,2025-11-16 05:00:18.106021,86.11,40.3,16.08,2939,0
MH-12-AB-1000,2025-11-16 06:00:18.106021,84.09,41.7,17.04,2563,0
MH-12-AB-1000,2025-11-16 07:00:18.106021,85.68,39.39,15.98,2868,0
MH-12-AB-1000,2025-11-16 08:00:18.106021,84.56,41.67,17.71,1641,0
MH-12-AB-1000,2025-11-16 09:00:18.106021,86.14,37.52,16.89,2477,0
MH-12-AB-1000,2025-11-16 10:00:18.106021,86.78,42.06,13.18,2463,0
MH-12-AB-1000,2025-11-16 11:00:18.106021,83.7,40.05,15.63,2640,0
MH-12-AB-1000,2025-11-16 12:00:18.106021,88.3,40.97,18.53,3656,0
MH-12-AB-1000,2025-11-16 13:00:18.106021,85.44,42.02,16.66,1932,0
MH-12-AB-1000,2025-11-16 14:00:18.106021,84.35,38.49,16.68,2429,0
MH-12-AB-1000,2025-11-16 15:00:18.106021,84.98,41.08,15.42,1532,0
MH-12-AB-1000,2025-11-16 16:00:18.106021,84.32,39.08,12.19,2900,0
MH-12-AB-1000,2025-11-16 17:00:18.106021,85.6,39.58,18.38,2178,0
MH-12-AB-1000,2025-11-16 18:00:18.106021,87.28,39.66,15.9,2468,0
MH-12-AB-1000,2025-11-16 19:00:18.106021,87.04,41.54,13.23,1927,0
MH-12-AB-1000,2025-11-16 20:00:18.106021,86.22,40.37,14.34,3552,0
MH-12-AB-1000,2025-11-16 21:00:18.106021,84.59,37.98,16.83,1728,0
MH-12-AB-1000,2025-11-16 22:00:18.106021,82.17,40.09,12.81,2769,0
MH-12-AB-1000,2025-11-16 23:00:18.106021,86.49,38.88,12.5,1917,0
MH-12-AB-1000,2025-11-17 00:00:18.106021,82.59,39.69,15.72,2796,0
MH-12-AB-1000,2025-11-17 01:00:18.106021,84.06,41.63,13.55,2391,0
MH-12-AB-1000,2025-11-17 02:00:18.106021,88.4,42.19,14.8,2077,0
MH-12-AB-1000,2025-11-17 03:00:18.106021,88.8,41.23,18.21,2284,0
MH-12-AB-1000,2025-11-17 04:00:18.106021,86.26,40.3,17.88,2083,0
MH-12-AB-1000,2025-11-17 05:00:18.106021,85.28,39.42,17.29,2474,0
MH-12-AB-1000,2025-11-17 06:00:18.106021,85.14,41.67,14.74,2458,0
MH-12-AB-1000,2025-11-17 07:00:18.106021,85.3,40.74,17.93,1972,0
MH-12-AB-1000,2025-11-17 08:00:18.106021,82.47,40.78,14.8,3500,0
MH-12-AB-1000,2025-11-17 09:00:18.106021,86.72,41.17,15.17,3337,0
MH-12-AB-1000,2025-11-17 10:00:18.106021,86.11,40.23,16.05,1047,0
MH-12-AB-1000,2025-11-17 11:00:18.106021,85.37,41.06,13.33,2043,0
MH-12-AB-1000,2025-11-17 12:00:18.106021,84.61,38.66,15.25,2326,0
MH-12-AB-1000,2025-11-17 13:00:18.106021,85.28,42.13,15.7,2603,0
MH-12-AB-1000,2025-11-17 14:00:18.106021,86.43,39.48,14.08,2281,0
MH-12-AB-1000,2025-11-17 15:00:18.106021,85.06,40.7,16.31,2307,0
MH-12-AB-1000,2025-11-17 16:00:18.106021,86.19,38.39,17.86,3236,0
MH-12-AB-1000,2025-11-17 17:00:18.106021,85.39,39.63,14.22,3054,0
MH-12-AB-1000,2025-11-17 18:00:18.106021,85.14,39.12,16.44,2801,0
MH-12-AB-1000,2025-11-17 19:00:18.106021,84.27,40.56,14.64,2586,0
MH-12-AB-1000,2025-11-17 20:00:18.106021,82.56,39.4,12.79,2695,0
MH-12-AB-1000,2025-11-17 21:00:18.106021,86.13,38.86,14.99,2626,0
MH-12-AB-1000,2025-11-17 22:00:18.106021,87.03,41.8,19.25,2948,0
MH-12-AB-1000,2025-11-17 23:00:18.106021,84.23,39.79,13.52,2336,0
MH-12-AB-1000,2025-11-18 00:00:18.106021,84.57,39.29,14.31,1981,0
MH-12-AB-1000,2025-11-18 01:00:18.106021,84.62,38.7,14.12,3138,0
MH-12-AB-1000,2025-11-18 02:00:18.106021,86.63,39.66,15.04,2767,0
MH-12-AB-1000,2025-11-18 03:00:18.106021,82.66,38.76,15.4,2669,0
MH-12-AB-1000,2025-11-18 04:00:18.106021,84.76,39.01,16.43,2908,0
MH-12-AB-1000,2025-11-18 05:00:18.106021,82.78,40.91,13.56,1819,0
MH-12-AB-1000,2025-11-18 06:00:18.106021,85.41,40.84,14.99,2794,0
MH-12-AB-1000,2025-11-18 07:00:18.106021,83.88,39.78,16.8,2886,0
MH-12-AB-1000,2025-11-18 08:00:18.106021,83.15,41.77,11.32,3258,0
MH-12-AB-1000,2025-11-18 09:00:18.106021,83.72,39.23,12.01,3350,0
MH-12-AB-1000,2025-11-18 10:00:18.106021,85.17,39.12,15.75,1600,0
MH-12-AB-1000,2025-11-18 11:00:18.106021,85.74,41.41,11.99,3426,0
MH-12-AB-1000,2025-11-18 12:00:18.106021,85.08,41.11,14.44,3041,0
MH-12-AB-1000,2025-11-18 13:00:18.106021,87.92,38.62,15.28,3054,0
MH-12-AB-1000,2025-11-18 14:00:18.106021,86.81,39.71,15.66,2687,0
MH-12-AB-1000,2025-11-18 15:00:18.106021,85.21,39.35,15.17,1590,0
MH-12-AB-1000,2025-11-18 16:00:18.106021,86.63,39.97,14.58,1767,0
MH-12-AB-1000,2025-11-18 17:00:18.106021,83.68,41.69,14.97,1540,0
MH-12-AB-1000,2025-11-18 18:00:18.106021,86.75,40.02,15.77,3614,0
MH-12-AB-1000,2025-11-18 19:00:18.106021,85.8,40.23,14.22,2518,0
MH-12-AB-1000,2025-11-18 20:00:18.106021,83.21,39.36,15.49,2203,0
MH-12-AB-1000,2025-11-18 21:00:18.106021,82.82,41.23,15.16,2463,0
MH-12-AB-1000,2025-11-18 22:00:18.106021,84.37,39.28,15.44,1754,0
MH-12-AB-1000,2025-11-18 23:00:18.106021,84.47,40.04,11.68,2776,0
MH-12-AB-1000,2025-11-19 00:00:18.106021,84.83,40.74,14.65,2799,0
MH-12-AB-1000,2025-11-19 01:00:18.106021,84.57,42.26,16.69,2738,0
MH-12-AB-1000,2025-11-19 02:00:18.106021,82.41,40.07,14.11,2228,0
MH-12-AB-1000,2025-11-19 03:00:18.106021,84.32,40.47,15.7,1579,0
MH-12-AB-1000,2025-11-19 04:00:18.106021,83.13,38.82,16.8,2152,0
MH-12-AB-1000,2025-11-19 05:00:18.106021,87.26,40.02,12.23,3035,0
MH-12-AB-1000,2025-11-19 06:00:18.106021,85.29,41.47,14.89,2231,0
MH-12-AB-1000,2025-11-19 07:00:18.106021,83.21,38.82,13.29,2926,0
MH-12-AB-1000,2025-11-19 08:00:18.106021,84.55,41.89,14.57,1565,0
MH-12-AB-1000,2025-11-19 09:00:18.106021,84.42,38.87,11.64,3421,0
MH-12-AB-1000,2025-11-19 10:00:18.106021,83.49,39.77,10.37,2445,0
MH-12-AB-1000,2025-11-19 11:00:18.106021,85.03,40.67,15.8,3217,0
MH-12-AB-1000,2025-11-19 12:00:18.106021,86.12,39.71,18.86,2457,0
MH-12-AB-1000,2025-11-19 13:00:18.106021,87.31,41.58,9.7,2817,0
MH-12-AB-1000,2025-11-19 14:00:18.106021,85.99,40.44,15.83,1893,0
MH-12-AB-1000,2025-11-19 15:00:18.106021,85.08,39.85,14.43,2690,0
MH-12-AB-1000,2025-11-19 16:00:18.106021,84.41,39.82,16.0,3029,0
MH-12-AB-1000,2025-11-19 17:00:18.106021,82.94,38.2,15.65,2600,0
MH-12-AB-1000,2025-11-19 18:00:18.106021,86.3,40.01,15.3,1907,0
MH-12-AB-1000,2025-11-19 19:00:18.106021,86.3,40.26,14.02,2539,0
MH-12-AB-1000,2025-11-19 20:00:18.106021,83.59,41.35,15.25,2223,0
MH-12-AB-1000,2025-11-19 21:00:18.106021,81.67,40.43,13.55,2123,0
MH-12-AB-1000,2025-11-19 22:00:18.106021,85.09,40.62,13.21,2368,0
MH-12-AB-1000,2025-11-19 23:00:18.106021,82.3,39.6,17.01,2830,0
MH-12-AB-1000,2025-11-20 00:00:18.106021,85.41,38.72,17.79,2856,0
MH-12-AB-1000,2025-11-20 01:00:18.106021,85.78,40.4,13.87,2635,0
MH-12-AB-1000,2025-11-20 02:00:18.106021,83.36,42.14,14.77,2246,0
MH-12-AB-1000,2025-11-20 03:00:18.106021,85.47,41.96,16.53,2235,0
MH-12-AB-1000,2025-11-20 04:00:18.106021,82.53,40.39,17.03,3155,0
MH-12-AB-1000,2025-11-20 05:00:18.106021,85.26,40.44,19.02,1659,0
MH-12-AB-1000,2025-11-20 06:00:18.106021,87.16,40.94,15.03,3132,0
MH-12-AB-1000,2025-11-20 07:00:18.106021,83.01,40.02,15.27,2176,0
MH-12-AB-1000,2025-11-20 08:00:18.106021,86.31,40.68,16.16,2028,0
MH-12-AB-1000,2025-11-20 09:00:18.106021,84.72,39.8,15.05,2819,0
MH-12-AB-1000,2025-11-20 10:00:18.106021,85.58,39.9,13.55,2523,0
MH-12-AB-1000,2025-11-20 11:00:18.106021,87.0,40.23,14.38,2678,0
MH-12-AB-1000,2025-11-20 12:00:18.106021,85.87,41.54,13.26,1908,0
MH-12-AB-1000,2025-11-20 13:00:18.106021,87.15,40.1,15.43,3058,0
MH-12-AB-1000,2025-11-20 14:00:18.106021,85.54,38.78,17.18,2671,0
MH-12-AB-1000,2025-11-20 15:00:18.106021,83.7,39.21,16.44,1748,0
MH-12-AB-1000,2025-11-20 16:00:18.106021,84.62,42.0,16.03,1778,0
MH-12-AB-1000,2025-11-20 17:00:18.106021,85.93,39.4,17.8,2095,0
MH-12-AB-1000,2025-11-20 18:00:18.106021,86.67,38.93,16.33,2476,0
MH-12-AB-1000,2025-11-20 19:00:18.106021,84.12,41.3,14.35,3530,0
MH-12-AB-1000,2025-11-20 20:00:18.106021,82.52,40.52,13.39,2956,0
MH-12-AB-1000,2025-11-20 21:00:18.106021,81.98,41.02,15.96,2457,0
MH-12-AB-1000,2025-11-20 22:00:18.106021,84.26,40.02,16.94,2430,0
MH-12-AB-1000,2025-11-20 23:00:18.106021,84.76,40.0,14.82,2876,0
MH-12-AB-1000,2025-11-21 00:00:18.106021,86.26,39.31,16.75,2913,0
MH-12-AB-1000,2025-11-21 01:00:18.106021,86.19,40.24,13.61,2763,0
MH-12-AB-1000,2025-11-21 02:00:18.106021,82.36,39.02,13.71,2814,0
MH-12-AB-1000,2025-11-21 03:00:18.106021,86.33,39.12,12.97,2556,0
MH-12-AB-1000,2025-11-21 04:00:18.106021,82.86,39.23,13.04,2821,0
MH-12-AB-1000,2025-11-21 05:00:18.106021,84.04,41.24,18.66,1580,0
MH-12-AB-1000,2025-11-21 06:00:18.106021,85.69,40.32,16.78,3955,0
MH-12-AB-1000,2025-11-21 07:00:18.106021,87.04,39.63,14.81,1941,0
MH-12-AB-1000,2025-11-21 08:00:18.106021,81.44,40.52,15.73,2020,0
MH-12-AB-1000,2025-11-21 09:00:18.106021,85.08,40.54,13.96,3146,0
MH-12-AB-1000,2025-11-21 10:00:18.106021,85.48,39.86,13.82,1977,0
MH-12-AB-1000,2025-11-21 11:00:18.106021,87.17,39.73,16.12,2382,0
MH-12-AB-1000,2025-11-21 12:00:18.106021,83.86,39.18,16.59,2477,0
MH-12-AB-1000,2025-11-21 13:00:18.106021,87.0,41.05,13.99,2205,0
MH-12-AB-1000,2025-11-21 14:00:18.106021,83.72,39.62,15.92,2267,0
MH-12-AB-1000,2025-11-21 15:00:18.106021,82.97,38.89,18.98,2882,0
MH-12-AB-1000,2025-11-21 16:00:18.106021,81.02,40.22,15.39,2124,0
MH-12-AB-1000,2025-11-21 17:00:18.106021,84.96,39.82,15.66,2758,0
MH-12-AB-1000,2025-11-21 18:00:18.106021,85.03,38.71,15.57,2059,0
MH-12-AB-1000,2025-11-21 19:00:18.106021,85.33,39.86,14.33,2727,0
MH-12-AB-1000,2025-11-21 20:00:18.106021,82.93,42.51,15.93,2764,0
MH-12-AB-1000,2025-11-21 21:00:18.106021,85.21,39.07,12.67,2932,0
MH-12-AB-1000,2025-11-21 22:00:18.106021,87.03,39.31,15.04,2488,0
MH-12-AB-1000,2025-11-21 23:00:18.106021,83.6,39.9,17.22,3231,0
MH-12-AB-1000,2025-11-22 00:00:18.106021,84.2,40.59,17.09,2791,0
MH-12-AB-1000,2025-11-22 01:00:18.106021,83.73,39.75,17.71,2657,0
MH-12-AB-1000,2025-11-22 02:00:18.106021,84.36,40.31,15.66,2525,0
MH-12-AB-1000,2025-11-22 03:00:18.106021,86.02,39.5,14.83,2332,0
MH-12-AB-1000,2025-11-22 04:00:18.106021,85.25,38.84,14.59,2154,0
MH-12-AB-1000,2025-11-22 05:00:18.106021,84.77,40.47,16.01,2642,0
MH-12-AB-1000,2025-11-22 06:00:18.106021,84.87,39.51,17.56,2715,0
MH-12-AB-1000,2025-11-22 07:00:18.106021,88.31,39.56,18.99,3203,0
MH-12-AB-1000,2025-11-22 08:00:18.106021,86.94,40.48,19.22,2413,0
MH-12-AB-1000,2025-11-22 09:00:18.106021,83.25,39.76,14.28,3135,0
MH-12-AB-1000,2025-11-22 10:00:18.106021,86.03,39.11,12.6,2834,0
MH-12-AB-1000,2025-11-22 11:00:18.106021,85.32,37.81,16.39,3035,0
MH-12-AB-1000,2025-11-22 12:00:18.106021,86.65,40.84,16.32,1923,0
MH-12-AB-1000,2025-11-22 13:00:18.106021,88.35,39.64,13.96,2113,0
MH-12-AB-1000,2025-11-22 14:00:18.106021,84.51,41.76,15.34,2807,0
MH-12-AB-1000,2025-11-22 15:00:18.106021,84.72,38.16,13.57,1989,0
MH-12-AB-1000,2025-11-22 16:00:18.106021,83.86,40.42,17.76,2936,0
MH-12-AB-1000,2025-11-22 17:00:18.106021,85.07,38.66,14.24,2581,0
MH-12-AB-1000,2025-11-22 18:00:18.106021,86.41,39.78,14.07,1830,0
MH-12-AB-1000,2025-11-22 19:00:18.106021,84.19,39.21,9.5,2346,0
MH-12-AB-1000,2025-11-22 20:00:18.106021,86.22,40.07,13.85,2467,0
MH-12-AB-1000,2025-11-22 21:00:18.106021,82.89,39.81,12.02,2730,0
MH-12-AB-1000,2025-11-22 22:00:18.106021,84.41,38.87,14.69,2321,0
MH-12-AB-1000,2025-11-22 23:00:18.106021,84.79,40.06,13.32,1621,0
MH-12-AB-1000,2025-11-23 00:00:18.106021,86.29,39.5,13.18,2651,0
MH-12-AB-1000,2025-11-23 01:00:18.106021,84.43,41.24,14.3,3278,0
MH-12-AB-1000,2025-11-23 02:00:18.106021,84.8,38.73,14.4,2390,0
MH-12-AB-1000,2025-11-23 03:00:18.106021,83.21,41.18,16.23,2166,0
MH-12-AB-1000,2025-11-23 04:00:18.106021,82.52,40.69,11.9,2233,0
MH-12-AB-1000,2025-11-23 05:00:18.106021,83.81,38.99,14.88,2891,0
MH-12-AB-1000,2025-11-23 06:00:18.106021,83.46,41.16,13.33,2914,0
MH-12-AB-1000,2025-11-23 07:00:18.106021,88.01,39.49,19.46,3003,0
MH-12-AB-1000,2025-11-23 08:00:18.106021,85.46,38.8,20.45,2238,0
MH-12-AB-1000,2025-11-23 09:00:18.106021,84.99,40.51,15.12,2146,0
MH-12-AB-1000,2025-11-23 10:00:18.106021,85.01,39.63,12.68,2460,0
MH-12-AB-1000,2025-11-23 11:00:18.106021,83.97,40.46,14.47,3190,0
MH-12-AB-1000,2025-11-23 12:00:18.106021,87.45,40.61,17.07,1699,0
MH-12-AB-1000,2025-11-23 13:00:18.106021,83.79,40.17,13.76,1960,0
MH-12-AB-1000,2025-11-23 14:00:18.106021,85.64,40.42,15.59,2174,0
MH-12-AB-1000,2025-11-23 15:00:18.106021,83.1,39.61,13.22,2721,0
MH-12-AB-1000,2025-11-23 16:00:18.106021,85.87,39.16,13.27,2744,0
MH-12-AB-1000,2025-11-23 17:00:18.106021,87.38,42.25,16.59,2358,0
MH-12-AB-1000,2025-11-23 18:00:18.106021,84.01,39.54,18.27,2865,0
MH-12-AB-1000,2025-11-23 19:00:18.106021,88.59,40.27,17.22,2600,0
MH-12-AB-1000,2025-11-23 20:00:18.106021,85.76,39.45,11.11,2178,0
MH-12-AB-1000,2025-11-23 21:00:18.106021,84.29,39.45,16.31,2889,0
MH-12-AB-1000,2025-11-23 22:00:18.106021,86.32,40.64,14.77,2293,0
MH-12-AB-1000,2025-11-23 23:00:18.106021,86.71,39.64,16.36,3277,0
MH-12-AB-1000,2025-11-24 00:00:18.106021,84.42,40.88,19.25,3542,0
MH-12-AB-1000,2025-11-24 01:00:18.106021,86.27,40.55,15.76,2371,0
MH-12-AB-1000,2025-11-24 02:00:18.106021,84.35,41.53,19.39,1431,0
MH-12-AB-1000,2025-11-24 03:00:18.106021,85.26,41.34,13.82,2188,0
MH-12-AB-1000,2025-11-24 04:00:18.106021,86.53,41.25,11.88,2621,0
MH-12-AB-1000,2025-11-24 05:00:18.106021,85.36,41.3,17.52,2825,0
MH-12-AB-1000,2025-11-24 06:00:18.106021,80.94,40.47,18.02,2708,0
MH-12-AB-1000,2025-11-24 07:00:18.106021,82.66,40.53,17.11,3121,0
MH-12-AB-1000,2025-11-24 08:00:18.106021,82.35,40.59,20.45,2708,0
MH-12-AB-1000,2025-11-24 09:00:18.106021,86.69,38.46,12.48,2291,0
MH-12-AB-1000,2025-11-24 10:00:18.106021,84.89,41.07,13.79,3039,0
MH-12-AB-1000,2025-11-24 11:00:18.106021,85.08,39.77,18.44,2313,0
MH-12-AB-1000,2025-11-24 12:00:18.106021,85.18,38.75,15.79,2569,0
MH-12-AB-1000,2025-11-24 13:00:18.106021,83.73,39.96,11.74,2482,0
MH-12-AB-1000,2025-11-24 14:00:18.106021,85.24,38.15,14.01,2676,0
MH-12-AB-1000,2025-11-24 15:00:18.106021,86.67,41.38,14.57,2564,0
MH-12-AB-1000,2025-11-24 16:00:18.106021,85.59,41.91,16.02,2637,0
MH-12-AB-1000,2025-11-24 17:00:18.106021,84.11,41.56,18.04,2010,0
MH-12-AB-1000,2025-11-24 18:00:18.106021,85.16,41.9,14.73,2517,0
MH-12-AB-1000,2025-11-24 19:00:18.106021,83.12,39.58,16.47,3083,0
MH-12-AB-1000,2025-11-24 20:00:18.106021,85.53,39.79,13.41,2666,0
MH-12-AB-1000,2025-11-24 21:00:18.106021,83.24,39.72,15.71,2017,0
